Register #,Annual DFO # (discontinued),Glide #,Country,Other,Nations, Affected,Detailed Locations (click on active links to access inundation extents),Validation (post event #3503),Began,Ended,Duration in Days,Dead,Displaced,Damage (USD),Main cause,Severity *,Affected sq km,Magnitude (M)**,Centroid X,Centroid Y,"""News"" if validated",M>6,Total annual floods M>6,M>4,Total annual floods M>4,Date Began,Total floods M>6,Total floods M>4,,,,,,
1753,71,0,India ,0,#N/A,#N/A,Uttar Pradesh State - Rudraprayag district. Vyomguard and fata areas,0,16-Jul-01,16-Jul-01,1,26,0,,Brief torrential rain,1,2458.01,3.4,79.8583,30.7738,,0,7,0,46,16-Jul-01,414,1591,,,,,,
1752,70,0,South Korea ,0,#N/A,#N/A,Northern region - Kyonggi province. Seoul and Anyang.,0,14-Jul-01,15-Jul-01,2,52,572,"73,800,000",Brief torrential rain,1,2231.31,3.6,127.063,37.4727,,0,7,0,46,14-Jul-01,414,1591,,,,,,
1751,69,0,Taiwan,0,#N/A,#N/A,Kaohsiung and Pingtung counties. Kaohsiung city ,0,11-Jul-01,13-Jul-01,3,5,0,"5,700,000",Tropical cyclone,2,1313.29,3.9,120.441,22.6274,,0,7,0,46,11-Jul-01,414,1591,,,,,,
1750,68,0,Ivory Coast ,0,#N/A,#N/A,Abidjan city,0,11-Jul-01,11-Jul-01,1,2,0,,Heavy rain,1,1828.17,3.3,-4.04727,5.36056,,0,7,0,46,11-Jul-01,414,1591,,,,,,
1749,67,0,China ,0,#N/A,#N/A,"Qinghai Province - cities: Xining, Haidong, Haibei",0,11-Jul-01,12-Jul-01,2,29,0,,Heavy rain,1,18012.88,4.6,101.598,36.6745,,0,7,1,46,11-Jul-01,414,1591,,,,,,
1748,66,0,Poland ,0,#N/A,#N/A,Gdansk-Wrzeszcz city. Radunia river ,0,10-Jul-01,10-Jul-01,1,4,650,"50,000,000",Brief torrential rain,1,1362.89,3.1,18.5736,54.2845,,0,7,0,45,10-Jul-01,414,1590,,,,,,
1747,65,0,India ,0,#N/A,#N/A,"Orissa State -  western and southern areas. Districts: Puri, Kendrapara, Jajpur, Cuttack, Khorda, Angul, Jagatsinghpur, Kalahandi, Koraput, Bolangir, Nayagarh, Balasore, Bhadrakh. Rivers: Mahanadi River System, Tel, Udanti, Ret, Hati, Daya, Rajua, Malaguni, Kathajodi, Devi Makara, Luna, Chitrotpala, Paika, Bramhani and Baitarani. Madhya Pradesh State - low-lying areas. Chattisgarh State - flash floods from release of water from Hirakud dam",0,8-Jul-01,10-Aug-01,34,100,2000000,"13,540,000",Monsoonal rain,2,105057.29,6.9,84.7987,21.0559,,1,7,1,45,08-Jul-01,414,1590,,,,,,
1746,64,0,USA,0,#N/A,#N/A,"West Virginia: Wyoming and McDowell Counties - Mullens, Pineville, Welch, Corinne, Kimble, Dorothy. Guyandotte and Tug Fork rivers ",0,8-Jul-01,9-Jul-01,2,2,6000,"20,000,000",Heavy rain,2,8533.79,4.5,-81.8767,37.8401,,0,6,1,44,08-Jul-01,413,1589,,,,,,
1745,63,0,Russia,0,#N/A,#N/A,"Irkutsk Region - Districts: Zima, Usolye, Cheremkhovo, Zalarinsky, Slyudyansk, Usolk . Cities: Angarsk, Ukhtui, Irkutsk . Rivers: Irkut, Oka, Belaya and Kitoi.  Republic of Buryatia - Districts: Tunkinsky, Okinsky , East Sayany. Angarsk, Belsk, Sayansk. Shumak mountain pass. Rivers: Tunka, Oka, Slyudyanka. Upper reaches of Ob, Lena and Yenisei Rivers. Selenga and Uda Rivers of the Baikal area.",0,7-Jul-01,13-Jul-01,7,11,20000,"3,500,000",Extra-tropical cyclone,2,231499.29,6.5,101.959,55.2385,,1,6,1,43,07-Jul-01,413,1588,,,,,,
1744,62,0,India,0,#N/A,#N/A,"Kerala State - districts: Ernakulam, Thrissur, Malappuram, Kollam, Kottayam, Alapuzha, Pathanamthitta, Idukki.",0,4-Jul-01,16-Jul-01,13,86,40000,"116,924,380",Monsoonal rain,1,4467.85,4.8,76.423,9.72651,,0,5,1,42,04-Jul-01,412,1587,,,,,,
1743,61,0,Philippines,China,#N/A,#N/A,"Philippines - Luzon Island - Provinces: Pangasinan, La Union, Benguet, Mountain. Cordillera and Ilocos regions. Baguio city. Metro Manilla China - Guangdong Province - Counties: Suixi, Lianjiang, Leizhou and Potou. Cities: Shanwei, Shantou, Jieyang, Huizhou, Meizhou, Zhanjiang. Rivers: Xijiang, Beijiang, Pearl. Guangxi Province - Guigang, Pingnan, Teng and Wuzhou. Nanning. Rivers: Xijiang, Yong, Yue, Yong. Yunnan Province - Wenshan Zhuang and Miao Autonomous Prefecture. Counties: Wenshan, Jinping. Tuojiang River. Hong Kong - New Territories",0,1-Jul-01,19-Jul-01,19,178,800000,"2,980,000,000",Heavy rain,2,205221.43,6.9,110.999,22.9085,,1,5,1,41,01-Jul-01,412,1586,,,,,,
1742,60,0,Vietnam,0,#N/A,#N/A,"Thai Nguyen, Tuyen Quang, Vinh Phuc and Phu Tho provinces. Son Duong district. Rivers: Cau, Lo.",0,3-Jul-01,6-Jul-01,4,32,13000,,Brief torrential rain,2,12941.63,5.0,105.853,21.6636,,0,4,1,40,03-Jul-01,411,1585,,,,,,
1741,59,0,Cameroon ,0,#N/A,#N/A,Limbe ,0,28-Jun-01,29-Jun-01,2,22,1000,,Brief torrential rain,1,1086.73,3.3,8.98727,4.4351,,0,4,0,39,28-Jun-01,411,1584,,,,,,
1740,58,0,Ghana ,0,#N/A,#N/A,"Accra city area: East Legon district, Kasoa and Adabraka Town/Odawna ",0,27-Jun-01,30-Jun-01,4,12,80000,,Monsoonal rain,1,417.102,3.2,-0.290265,5.67504,,0,4,0,39,27-Jun-01,411,1584,,,,,,
1739,57,0, Nepal,0,#N/A,#N/A,"Satya Devi village of Dhading district. Rivers: Disung, Kakhet.",0,26-Jun-01,26-Jun-01,1,35,0,,Heavy rain,1,469.056,2.7,84.82,27.8773,,0,4,0,39,26-Jun-01,411,1584,,,,,,
1738,56,0,East Timor ,0,#N/A,#N/A,"Los Palos in Lautem District. Luro, Iliomar, Leoro and Mehara. Sika Village ",0,20-Jun-01,23-Jun-01,4,1,400,,Heavy rain,1,373.969,3.2,126.949,-8.39564,,0,4,0,39,20-Jun-01,411,1584,,,,,,
1737,55,0, India ,0,#N/A,#N/A,Gujarat State - southern Gujarat and the Saurashtra region. Baroda. Kutch district. Bhuj. Anjar. Pratappura.,0,20-Jun-01,21-Jun-01,2,29,0,,Monsoonal rain,1,38728.34,4.9,71.2868,22.8284,,0,4,1,39,20-Jun-01,411,1584,,,,,,
1736,54,0,China ,0,#N/A,#N/A,Hunan Province - Suining county,0,19-Jun-01,23-Jun-01,5,66,10000,"120,000,000",Heavy rain,1,3605.4,4.3,110.217,26.4927,,0,4,1,38,19-Jun-01,411,1583,,,,,,
1735,53,0,Poland,0,#N/A,#N/A,"Northern Bosnia - Tuzla region. Republika Srpska: Doboj, Bijeljina and Banja Luka regions. Towns: Tuzla, Brcko. Bosna and Spreca rivers Yugoslavia - Serbia Province. Cities/towns: Valjevo, Belgrade. Obnica River Romania - 23 districts have been affected by the floods",0,19-Jun-01,22-Jun-01,4,9,6000,,Heavy rain,1,14265.28,4.8,18.4902,44.6998,,0,4,1,37,19-Jun-01,411,1582,,,,,,
1734,52,0,Ecuador ,0,#N/A,#N/A,"Provinces: Zamora-Chinchipe, Napo, Pastaza, and  Morona-Santiago. towns: Papallacta",0,11-Jun-01,20-Jun-01,10,41,8000,,Heavy rain,1,3656.59,4.6,-79.0662,-4.62266,,0,4,1,36,11-Jun-01,411,1581,,,,,,
1733,51,0,USA,0,#N/A,#N/A,"Gulf Coast Southeast Texas - Counties: Harris, Eastern Liberty Brown. Cities/towns: Houston. Lowland roads near Pine Island Bayou around Sour Lake. Halls and Greens Bayous. Coastal Louisiana - Parishes: East Baton Rouge, St. Tammany, Iberville, Lafourche, Livingston, Ascension, Iberville. Cities/towns: Erath, Youngsville, Baton Rouge, Madisonville, Thibodaux, Denham Springs, Merryville . Rivers: Bedias Creek, Angelina River and its tributaries near Lufkin, Neches. Comite river basin and Bayou Manchac. Florida - Leon County, Tallahassee area. Pennsylvania - low-lying areas of Bucks and Montgomery counties",0,6-Jun-01,13-Jun-01,8,47,30000,"1,015,000,000",Tropical cyclone,1,32060.65,5.4,-93.6825,29.7675,,0,4,1,35,06-Jun-01,411,1580,,,,,,
1732,50,0,China ,0,#N/A,#N/A,"Guangdong Province - Cities: Yangjiang, Maoming, Yunfu. Guangxi Province - Shuolong, Hechi, Liuzhou city. Liushui River  Yunnan province - Yuxi county  Hong Kong - New Territories. northern suburb of Yuen Long,, Yuen Kong San Tsuen",0,6-Jun-01,17-Jun-01,12,100,237000,"80,000,000",Heavy rain,1,18915.79,5.4,111.647,22.2094,,0,4,1,34,06-Jun-01,411,1579,,,,,,
1731,49,0,India,Bangladesh,#N/A,#N/A,"NE India --Tripura State - West Tripura District, Patharkandi area. Southern Assam State- Karimganj district. Barak valley. Bangladesh - Districts: Barguna, Sylhet, Moulvibazar, Sunamganj, Jessore, Cox's Bazar, Noakhali, Feni. Towns: Habiganj, Brahmmanbaria. Rivers: Khowai, Manu, Kushiara, Muhuri, Dharla, Kabatakh, Matamuhuri and Bakkhali.",0,5-Jun-01,22-Jun-01,18,15,800000,,Monsoonal rain,1,17561.54,5.5,92.0058,24.4457,,0,4,1,33,05-Jun-01,411,1578,,,,,,
1730,48,0,El Salvador ,0,#N/A,#N/A,San Salvador city area. Acelhuate river. Sonsonate department in western El Salavador,0,25-May-01,30-May-01,6,2,0,,Heavy rain,1,158.746,3.0,-89.1824,13.7261,,0,4,0,32,25-May-01,411,1577,,,,,,
1729,47,0,USA,0,#N/A,#N/A,Confluence of Yukon and Koyukuk rivers. Koyukuk town.,0,24-May-01,30-May-01,7,0,32,,Ice jam/break-up,1,4095.94,4.5,-157.137,64.9787,,0,4,1,32,24-May-01,411,1577,,,,,,
1728,46,0,DR Congo ,0,#N/A,#N/A,Kinshasa city,0,18-May-01,18-May-01,1,30,0,,Heavy rain,1,2392.12,3.4,15.4341,-4.16936,,0,4,0,31,18-May-01,411,1576,,,,,,
1727,45,0,Haiti ,0,#N/A,#N/A,Gonalves in Artibonite province. Port-au-Prince area. Northern region ,0,16-May-01,18-May-01,3,15,0,,Heavy rain,1,7778.67,4.4,-72.4737,19.0665,,0,4,1,31,16-May-01,411,1576,,,,,,
1726,44,0,Vietnam ,0,#N/A,#N/A,Thua Thien Hue Province - Perfume River,0,15-May-01,17-May-01,3,2,0,"965,000",Heavy rain,1,5615.49,4.2,107.55,16.3066,,0,4,1,30,15-May-01,411,1575,,,,,,
1725,43,0,Russia ,0,#N/A,#N/A,"Siberia - Russian Far East Yakutia Repubic: Districts: Lensky, Tomponsky. Cities/towns: Lensk, Olekminsk, Yakutsk, Chakda, Mirnyi, Khandyga, Kangalassy, Namtsy, Alekvinsk, Novye and Stary Saidy, Keskil, Bordoi, Khandynga, Kylakh and Kyuptsy, Kapitonvka, Saldikil. Rivers: Lena, Aldan. Irkutsk Region: Districts: Ust-Kut, Kirensky, Zhigalovsky, Zhigalovo. Cities/towns: Kirensk, Ust-Kut, Tokma. Rivers: Upper Lena, Nizhnyaya Tunguska, Kirenga, Biryusa, Tym and Piltun. Krasnojarsk - Yeniseysk city. Sulomai. Turukhansk. Rivers: Yenisei, Kacha, Tuba, Podkammennaya Tunguska. Tuva - Kyzyl, Todzhinsky, and Baitaiginsky districts. Kyzyl city. Greater and Lesser Yenisei Rivers (aka Bolshoi and Maly Enisei) Altai territory - Maima district. cities/towns: Barnaul, Khanty- Mansiisk, Kalpashevo, Vaegi, Biysk, Maima, Srostki, Zaton, Yuzhny island. Rivers: Ob, Biya and Katun. Flooding continued through June 8. Bashkiria Republic - Belaya river. Kemerovo region in southwestern Siberia. Yuzhno-Sakhalinsk in the Far East. Chukotka - Main river flooded village of Vayega.",0,12-May-01,8-Jun-01,28,7,70000,"102,915,952",Snowmelt,2,2856609.94,8.2,106.619,58.4897,,1,4,1,29,12-May-01,411,1574,,,,,,
1724,42,0,Columbia ,0,#N/A,#N/A,Santander State - El Playon region  Timbiqui in the state of Narino; Timbiqui River.,0,8-May-01,10-May-01,3,0,5000,,Heavy rain,1,15607.98,4.7,-72.9002,6.90285,,0,3,1,28,08-May-01,410,1573,,,,,,
1723,41,0,USA,0,#N/A,#N/A,"Towns: Yauco, Guayanilla. Guanajibo River and other streams in the area.",0,6-May-01,7-May-01,2,2,0,"7,500,000",Heavy rain,1,245.95,2.7,-66.841,18.0491,,0,3,0,27,06-May-01,410,1572,,,,,,
1722,40,0, Turkey ,0,#N/A,#N/A,Antakya city area: Orontes River. Konya province.,0,7-May-01,8-May-01,2,4,0,,Heavy rain,1,1612.25,3.5,36.2137,36.1967,,0,3,0,27,07-May-01,410,1572,,,,,,
1721,39,0,Iran ,0,#N/A,#N/A,"Khorassan Province: Bojnourd region, Bojnurd city, Tazeh-Qalel village. ",0,6-May-01,6-May-01,1,32,800,,Brief torrential rain,1,2134.65,3.3,57.4197,37.4938,,0,3,0,27,06-May-01,410,1572,,,,,,
1720,38,0, Thailand ,0,#N/A,#N/A,Phrae Province: Wangchin district. Lampang Province; Sukothai Province,0,4-May-01,5-May-01,2,30,4000,,Brief torrential rain,1,19752.41,4.6,99.0754,17.965,,0,3,1,27,04-May-01,410,1572,,,,,,
1719,37,0,Russia,0,#N/A,#N/A,"Ural and Volga Region Bashkortostan - Ufa city, Sterlitamak, Ishimbai, and the Karmaskaly district. Belaya River.  Sverdlovsk Region - Irbit city. Irbit and Nitsa rivers.",0,1-May-01,17-May-01,17,0,15000,,Snowmelt,1,16164.46,5.4,56.1937,53.8396,,0,3,1,26,01-May-01,410,1571,,,,,,
1718,36,0,Uruguay ,0,#N/A,#N/A,"Department of Artigas, Cuareim River",0,30-Apr-01,2-Jun-01,34,0,5000,,Heavy rain,1,6892.57,5.4,-56.7353,-30.3332,,0,3,1,25,30-Apr-01,410,1570,,,,,,
1717,35,0,Belarus ,0,#N/A,#N/A,Gomel Region ,0,29-Apr-01,1-May-01,3,0,0,,Snowmelt,1,17380.55,4.7,29.032,52.0567,,0,3,1,24,29-Apr-01,410,1569,,,,,,
1716,34,0,Malaysia ,0,#N/A,#N/A,"Kuala Lumpur area: Kampung Baru, Jalan Sultan Ismail, Kampung Pandan and Jalan Masjid India. Sungai Gombak River",0,26-Apr-01,26-Apr-01,1,2,0,,Brief torrential rain,1,855.753,2.9,101.717,3.14709,,0,3,0,23,26-Apr-01,410,1568,,,,,,
1715,33,0,Poland ,0,#N/A,#N/A,"Malopolska district. towns of Mstow, Klomnice and Kruszyna",0,22-Apr-01,26-Apr-01,5,0,0,,Heavy rain,1,3118.43,4.2,19.17,50.7963,,0,3,1,23,22-Apr-01,410,1568,,,,,,
1714,32,0,Brazil ,0,#N/A,#N/A,Mato Grosso State - Cuiaba city. Cuiaba River ,0,25-Apr-01,26-Apr-01,2,15,4500,,Heavy rain,1,5188.35,4.0,-56.4701,-15.449,,0,3,1,22,25-Apr-01,410,1567,,,,,,
1713,31,0,Peru ,0,#N/A,#N/A,Junin area: Mazamri District. Cuvaru and Camavari rivers. Piura Department in Northern Peru.,0,25-Apr-01,26-Apr-01,2,9,300,,Brief torrential rain,1,14812.43,4.5,-73.9043,-11.8868,,0,3,1,21,25-Apr-01,410,1566,,,,,,
1712,30,0,USA,0,#N/A,#N/A,"Western Wisconsin, Minnesota, Iowa and Illinois. Wisconsin counties: St. Croix, Pierce, Pepin, Buffalo, Trempealeau, LaCrosse, Vernon, Crawford and Grant. Towns: Prairie du Chien, La Crosse, Cassville, Hudson. Iowa: Davenport, Abel-Essman Island, Camanche. Illinois counties: Adams, Carroll, Hancock, Henderson, Jo Daviess, Mercer, Rock Island and Whiteside. Towns: Pontoosuc, Niota. Minnesota: St. Croix valley; Stillwater, Afton. Rivers: Minnesota, Mississippi, St. Croix and Red",0,15-Apr-01,15-May-01,31,1,4400,"13,000,000",Snowmelt,2,63376.98,6.6,-90.4728,42.657,,1,3,1,20,15-Apr-01,410,1565,,,,,,
1711,29,0,Angola ,0,#N/A,#N/A,Luanda area.,0,14-Apr-01,15-Apr-01,2,18,300,,Heavy rain,1,7432.76,4.2,13.5079,-9.01065,,0,2,1,19,14-Apr-01,409,1564,,,,,,
1710,28,0,France,0,#N/A,#N/A,"Somme Region. Towns: Abbeville, Amiens. Somme River ",0,7-Apr-01,2-May-01,26,0,1029,,Heavy rain,2,9209.58,5.7,2.36843,50.0468,,0,2,1,18,07-Apr-01,409,1563,,,,,,
1709,27,0,Angola ,0,#N/A,#N/A,"Namibe Province - Namibe town and surrounding villages. Bero and Giraul rivers. -- Benguela Province - towns: Senje, Luacho, Dombe-Grande. Caporolo River  ",0,2-Apr-01,9-Apr-01,8,20,15800,,Heavy rain,1,24779.7,5.3,12.4762,-14.9381,,0,2,1,17,02-Apr-01,409,1562,,,,,,
1708,26,0,Peru ,0,#N/A,#N/A,"Puno Department - Titicaca basin. Provinces: El Collao, Chucuito, San Roman, Puno, Huancane. ",0,1-Mar-01,21-Mar-01,21,0,10800,,Heavy rain,1,17426.57,5.6,-69.7653,-16.0622,,0,2,1,16,01-Mar-01,409,1561,,,,,,
1707,25,0,Portugal ,0,#N/A,#N/A,"Towns: Oporto, Vila Nova de Gaia, Chaves, Canedo, Arcos de Valdevez. River Douro. ",0,21-Mar-01,22-Mar-01,2,3,200,,Heavy rain,1,817.936,3.2,-8.54227,41.1654,,0,2,0,15,21-Mar-01,409,1560,,,,,,
1706,24,0,France ,0,#N/A,#N/A,"Regions: Calvados and Seine-Maritime in Normandy, Meuse, Haute-Marne, Rhone, Saone-et-Loire, Doubs, Burgundy, Eure, Oise, Brittany. Cities/towns: Macon, Ile-de-France and Yvelines around Paris, Evreux, Lyon, Grainville-le-Teinturiere, Ille-et-Vilaine, Saint-Valery-en-Caux, Elbeuf, Redon. Rivers: Saone, Seine, Rhone-Saone, Avre, Iton.",0,21-Mar-01,28-Mar-01,8,0,1400,,Heavy rain,1,78097.03,5.8,4.2198,47.6793,,0,2,1,15,21-Mar-01,409,1560,,,,,,
1705,23,0,Saudi Arabia ,0,#N/A,#N/A,Najran. Riyadh. ,0,17-Mar-01,19-Mar-01,3,6,0,,Heavy rain,1,3069.99,4.0,46.7364,24.5293,,0,2,0,14,17-Mar-01,409,1559,,,,,,
1704,22,0,Ecuador ,0,#N/A,#N/A,Manabi - Chone area. ,0,8-Mar-01,10-Mar-01,3,11,1200,,Brief torrential rain,1,2306.25,3.8,-80.1188,-0.713264,,0,2,0,14,08-Mar-01,409,1559,,,,,,
1703,21,0,Australia ,0,#N/A,#N/A,"Northeastern New SouthWales - Region from north of Newcastle to the Queensland border. Towns: Kempsey, Grafton, Maclean, Ulmarra, Smithtown, Gladstone, Yamba, Bellingen, Thora, Coffs Harbour, Ballina, Kyogle, Lismore, Mullumbimby, Murwillumbah,Woodburn, Bellingen. Rivers: Macleay, Clarence, Bellinger, Nambucca, Orara. -- Queensland - Brisbane area. Rocklea, Lawnton.",0,8-Mar-01,15-Mar-01,8,3,3000,"200,000,000",Heavy rain,2,30877.56,5.7,152.865,-29.7152,,0,2,1,14,08-Mar-01,409,1559,,,,,,
1702,20,0,Turkey ,0,#N/A,#N/A,"Sanliurfa province -  Siverek, Halfeti",0,8-Mar-01,8-Mar-01,1,4,600,,Heavy rain,1,4916.89,3.7,38.9544,37.5543,,0,2,0,13,08-Mar-01,409,1558,,,,,,
1701,19,0,Malaysia ,0,#N/A,#N/A,"Selangor - Hulu Selangor and Gombak. Rawang, Batang Kali. Kampung Tok Pinang, Kampung Koskan, Kampung Sungai Choh Bandar, Taman Desa Anggerik and Desa Kiambang,",0,8-Mar-01,8-Mar-01,1,0,12000,"236,836",Heavy rain,2,373.233,2.9,101.591,3.46568,,0,2,0,13,08-Mar-01,409,1558,,,,,,
1700,18,0,Spain ,0,#N/A,#N/A,"Regions: Castile and Leon. Zamora province.Valladolid, Palencia, Seville. Rivers: Duero, Guadaira, Carrion and Pisuerga. ",0,6-Mar-01,7-Mar-01,2,1,0,,Heavy rain,2,23423.92,5.0,-4.18651,42.0216,,0,2,1,13,06-Mar-01,409,1558,,,,,,
1699,17,0,Germany,0,#N/A,#N/A,"Western Ukraine - Zakarpattia region. Transcarpathia region. Towns: Palad, Khust, Shaiany, Sasovo. Rivers: Tisza and Latoritsa. -- Northern Hungary - Szabolcs-Szatmar-Bereg County. Regions: Tivadar, Beregiv. Towns: Tarpa, Tivador, Kispalad, Vasarosnameny. Rivers: Tisza, Tur. -- Northern Romania - Northern Transylvania. Counties: Maramures, Bihor, Bistrita-Nasaud, Suceava, Satu Mare, Harghita, Cluj, Salaj, Hunedoara, Alba and Botosani. Somes and Viseu Rivers.",0,4-Mar-01,17-Mar-01,14,8,91000,"125,800,000",Heavy rain,2,30197.98,5.9,22.6433,47.9334,,0,2,1,12,04-Mar-01,409,1557,,,,,,
1698,16,0,Tanzania ,0,#N/A,#N/A,"Dar es Salaam city, Ubungo area.",0,27-Feb-01,27-Feb-01,1,7,0,,Brief torrential rain,1,108.807,2.0,39.2368,-6.80523,,0,2,0,11,27-Feb-01,409,1556,,,,,,
1697,15,0,USA,0,#N/A,#N/A,"Low-lying areas of Cleveland, Barstow and Osborn. Rock River ",0,27-Feb-01,1-Mar-01,3,0,200,,Ice jam/break-up,2,24.3252,2.2,-90.3139,41.5085,,0,2,0,11,27-Feb-01,409,1556,,,,,,
1696,14,0,Australia,0,#N/A,#N/A,"Northern Territories -- Top End. Gulf of Carpenteria in the east. Victoria River district in the west. Towns: Pigeon Hole, Kalkarindji, Daguragu, Borroloola, Ryan's Bend, Devil's Springs",0,18-Feb-01,23-Feb-01,6,0,670,"13,000,000",Tropical cyclone,1,32095.86,5.3,130.974,-16.6038,,0,2,1,11,18-Feb-01,409,1556,,,,,,
1695,13,0,Bolivia ,0,#N/A,#N/A,El Banado river overflowed in Monteagudo. La Paz. ,0,16-Feb-01,22-Feb-01,7,19,200000,,Heavy rain,1,652.467,3.7,-63.9475,-19.7861,,0,2,0,10,16-Feb-01,409,1555,,,,,,
1694,12,0,Philippines,0,#N/A,#N/A,"Mindanao island - Provinces: Davao del Norte, Surigao del Sur and Agusan del Sur. Bit-os and Hinayhayan rivers.",0,16-Feb-01,19-Feb-01,4,17,98360,"2,100,000",Tropical cyclone,1,5961.33,4.4,125.845,8.35604,,0,2,1,10,16-Feb-01,409,1555,,,,,,
1693,11,0,Indonesia,Malaysia,#N/A,#N/A,"Java Island - West Java Province - Banten province - Lebak district; Cipanas sub-district. Pandeglang Regency - Cilemer and Ciujung rivers in Pagelaran subdistricts of Banteng province; Pagelaran, Jiput, Menes and Lauan. Jakarta area. Jakarta, Bogor and Tangerang -- Jember in East Java Province; Manyang river. -- Bengawan Solo River overflowed in Bojonegoro district; Cengungklung village in Kalitidu subdistrict. -- North Sulawesi - several subdistricts in Gorontalo. Bone and Bolango rivers -- Malaysia -- Sarawak - Rejang River in Sibu and Kapit divisions.",0,4-Feb-01,18-Feb-01,15,131,81600,,Brief torrential rain,2,22466.71,5.8,112.07,2.3929,,0,2,1,9,04-Feb-01,409,1554,,,,,,
1692,10,0,Australia ,0,#N/A,#N/A,"New SouthWales - Local government areas: Lismore, Tenterfield, Bellingen, Moree Plains, Kyogle, Tweed, Byron, Ballina, Richmond Valley, Inverell, Bingara, Glen Innes, Yallaroi, Severn, Maclean, Coffs Harbour, Pristine Waters, Copmanhurst, Nambucca and Grafton. Towns: Lismore, Narrabri, Murwillumbah, Moree, Bellingen Shire, Kempsey, Thora, Grafton, Maclean, Casino. Rivers: Wilson, Tweed, Clarence, Richmond, Gwydir, MacIntyre, Grevillia, Bellinger, Macleay.",0,1-Feb-01,6-Feb-01,6,1,300,,Heavy rain,1,110606.04,5.8,151.002,-29.0025,,0,2,1,8,01-Feb-01,409,1553,,,,,,
1691,9,0,Portugal ,0,#N/A,#N/A,North - Mesao Frio region. Regua. Alvacoes do Congo. Vila Real. Coimbra area. Santa Maria de Penaguiao. Rivers: Douro and Mondego -- Central - Seia region. Agueda. Tagus River,0,26-Jan-01,29-Jan-01,4,6,300,,Heavy rain,2,10061.81,4.9,-7.66736,40.8045,,0,2,1,7,26-Jan-01,409,1552,,,,,,
1690,8,0,Tanzania ,0,#N/A,#N/A,A village in the Kigoma Region  ,0,20-Jan-01,20-Jan-01,1,13,120,,Heavy rain,1,25184.71,4.4,30.3551,-5.23556,,0,2,1,6,20-Jan-01,409,1551,,,,,,
1689,7,0,Bolivia,0,#N/A,#N/A,"Beni Department -- Cities: Rurenabaque, San Buenaventura, Reyes. Beni river. La Paz Department - Provinces: Loayza, Ingavi, Murillo, Loayza, Larecaja, Camacho y Los Andres. La Paz city area. Oruro Department -- regional capital area. Cochabamba Department -- Cochabamba city area. Potosí Department.",0,1-Jan-01,22-Mar-01,81,18,300000,"6,000,000",Heavy rain,1,107078.76,6.9,-67.148,-14.9061,,1,2,1,5,01-Jan-01,409,1550,,,,,,
1688,6,0,Malaysia ,0,#N/A,#N/A,"Johor State - Disticts: Johor Baharu, Kota Tinggi, Mersing and Kluang. Towns/areas: Kulai, Hulu Tiram, Skudai, Masai, Plentong, Kong Kong and Pasir Gudang. Sungai Plentong River. -- Terengganu State - Districts: Besut, Dungun, Hulu Terengganu, Kemaman and Setiu. Terengganu River. -- Kelantan State - Pasir Mas district; Kedai Lama, Rantau Panjang, Sungai Golok River.",0,16-Jan-01,21-Jan-01,6,2,5000,,Monsoonal rain,1,17458.8,5.0,102.631,5.38603,,0,1,1,4,16-Jan-01,408,1549,,,,,,
1687,5,0,Philippines ,0,#N/A,#N/A,Negros Island and Province - Silay city and nearby villages. Balugo River and tributaries.,0,15-Jan-01,15-Jan-01,1,2,12000,,Heavy rain,1,845.614,2.9,123.05,10.7585,,0,1,0,3,15-Jan-01,408,1548,,,,,,
1686,4,0,Kenya ,0,#N/A,#N/A,"Nairobi and surrounding areas - Dagoretti, Kibera",0,13-Jan-01,14-Jan-01,2,4,0,"38,119",Heavy rain,1,4356.18,3.9,36.9363,-1.25302,,0,1,0,3,13-Jan-01,408,1548,,,,,,
1685,3,0,France,Belgium,#N/A,#N/A,France - Brittany region: towns of Redon and Caen. -- Belgium - Han-sur-Lesse region: Meuse river and its tributaries.,0,5-Jan-01,7-Jan-01,3,0,80,,Brief torrential rain,1,3926.12,4.1,5.01154,50.3658,,0,1,1,3,05-Jan-01,408,1548,,,,,,
1684,2,0,Malawi ,0,#N/A,#N/A,Rumphi and Chikwawa districts. Lungazi river ,0,4-Jan-01,4-Jan-01,1,5,14,,Heavy rain,1,10394.92,4.0,33.5624,-10.6938,,0,1,1,2,04-Jan-01,408,1547,,,,,,
